Mode,Thread Id,Output File, WRITE Duration (Seconds),WRITE Start,WRITE End,WRITE Bytes,WRITE MB,READ Duration (Seconds),READ Start,READ End,READ Bytes,READ MB
0,18068,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_18068.test,6,Wed Apr 12 10:09:42 2017,Wed Apr 12 10:09:48 2017,1048576,1,1,Wed Apr 12 10:09:48 2017,Wed Apr 12 10:09:49 2017,1048576,1
0,18268,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_18268.test,6,Wed Apr 12 10:09:42 2017,Wed Apr 12 10:09:48 2017,1048576,1,1,Wed Apr 12 10:09:48 2017,Wed Apr 12 10:09:49 2017,1048576,1
0,5740,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_5740.test,6,Wed Apr 12 10:09:42 2017,Wed Apr 12 10:09:48 2017,1048576,1,0,Wed Apr 12 10:09:48 2017,Wed Apr 12 10:09:48 2017,1048576,1
0,17572,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_17572.test,6,Wed Apr 12 10:09:42 2017,Wed Apr 12 10:09:48 2017,1048576,1,1,Wed Apr 12 10:09:48 2017,Wed Apr 12 10:09:49 2017,1048576,1
0,18236,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_18236.test,6,Wed Apr 12 10:09:42 2017,Wed Apr 12 10:09:48 2017,1048576,1,1,Wed Apr 12 10:09:48 2017,Wed Apr 12 10:09:49 2017,1048576,1
