Mode,Thread Id,Output File, WRITE Duration (Seconds),WRITE Start,WRITE End,WRITE Bytes,WRITE MB,READ Duration (Seconds),READ Start,READ End,READ Bytes,READ MB
0,18384,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_18384.test,75,Thu Apr 06 09:49:33 2017,Thu Apr 06 09:50:48 2017,10485760,10,15,Thu Apr 06 09:50:48 2017,Thu Apr 06 09:51:03 2017,10485760,10
0,17976,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_17976.test,75,Thu Apr 06 09:49:33 2017,Thu Apr 06 09:50:48 2017,10485760,10,9,Thu Apr 06 09:50:48 2017,Thu Apr 06 09:50:57 2017,10485760,10
0,13616,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_13616.test,75,Thu Apr 06 09:49:33 2017,Thu Apr 06 09:50:48 2017,10485760,10,15,Thu Apr 06 09:50:48 2017,Thu Apr 06 09:51:03 2017,10485760,10
0,17604,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_17604.test,75,Thu Apr 06 09:49:33 2017,Thu Apr 06 09:50:48 2017,10485760,10,9,Thu Apr 06 09:50:48 2017,Thu Apr 06 09:50:57 2017,10485760,10
0,20828,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_20828.test,75,Thu Apr 06 09:49:33 2017,Thu Apr 06 09:50:48 2017,10485760,10,11,Thu Apr 06 09:50:48 2017,Thu Apr 06 09:50:59 2017,10485760,10
0,9508,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_9508.test,75,Thu Apr 06 09:49:33 2017,Thu Apr 06 09:50:48 2017,10485760,10,15,Thu Apr 06 09:50:48 2017,Thu Apr 06 09:51:03 2017,10485760,10
0,11992,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_11992.test,75,Thu Apr 06 09:49:33 2017,Thu Apr 06 09:50:48 2017,10485760,10,15,Thu Apr 06 09:50:48 2017,Thu Apr 06 09:51:03 2017,10485760,10
0,2376,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_2376.test,75,Thu Apr 06 09:49:33 2017,Thu Apr 06 09:50:48 2017,10485760,10,15,Thu Apr 06 09:50:48 2017,Thu Apr 06 09:51:03 2017,10485760,10
0,15748,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_15748.test,75,Thu Apr 06 09:49:33 2017,Thu Apr 06 09:50:48 2017,10485760,10,15,Thu Apr 06 09:50:48 2017,Thu Apr 06 09:51:03 2017,10485760,10
0,4468,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_4468.test,75,Thu Apr 06 09:49:33 2017,Thu Apr 06 09:50:48 2017,10485760,10,11,Thu Apr 06 09:50:48 2017,Thu Apr 06 09:50:59 2017,10485760,10
