Mode,Thread Id,Output File, WRITE Duration (Seconds),WRITE Start,WRITE End,WRITE Bytes,WRITE MB,READ Duration (Seconds),READ Start,READ End,READ Bytes,READ MB
0,10848,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_10848.test,94,Wed Apr 05 10:00:35 2017,Wed Apr 05 10:02:09 2017,10485760,10,28,Wed Apr 05 10:02:09 2017,Wed Apr 05 10:02:37 2017,10485760,10
0,19708,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_19708.test,94,Wed Apr 05 10:00:35 2017,Wed Apr 05 10:02:09 2017,10485760,10,28,Wed Apr 05 10:02:09 2017,Wed Apr 05 10:02:37 2017,10485760,10
0,12684,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_12684.test,94,Wed Apr 05 10:00:35 2017,Wed Apr 05 10:02:09 2017,10485760,10,29,Wed Apr 05 10:02:09 2017,Wed Apr 05 10:02:38 2017,10485760,10
0,21380,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_21380.test,94,Wed Apr 05 10:00:35 2017,Wed Apr 05 10:02:09 2017,10485760,10,20,Wed Apr 05 10:02:09 2017,Wed Apr 05 10:02:29 2017,10485760,10
0,10296,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_10296.test,94,Wed Apr 05 10:00:35 2017,Wed Apr 05 10:02:09 2017,10485760,10,29,Wed Apr 05 10:02:09 2017,Wed Apr 05 10:02:38 2017,10485760,10
0,20720,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_20720.test,94,Wed Apr 05 10:00:35 2017,Wed Apr 05 10:02:09 2017,10485760,10,27,Wed Apr 05 10:02:09 2017,Wed Apr 05 10:02:36 2017,10485760,10
0,11320,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_11320.test,94,Wed Apr 05 10:00:35 2017,Wed Apr 05 10:02:09 2017,10485760,10,29,Wed Apr 05 10:02:09 2017,Wed Apr 05 10:02:38 2017,10485760,10
0,20028,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_20028.test,94,Wed Apr 05 10:00:35 2017,Wed Apr 05 10:02:09 2017,10485760,10,18,Wed Apr 05 10:02:09 2017,Wed Apr 05 10:02:27 2017,10485760,10
0,18720,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_18720.test,94,Wed Apr 05 10:00:35 2017,Wed Apr 05 10:02:09 2017,10485760,10,29,Wed Apr 05 10:02:09 2017,Wed Apr 05 10:02:38 2017,10485760,10
0,10272,\\samba.png.intel.com\nfs\site\disks\fm8_cddvs_1\DVS_Workspace\Debug\INTEL_10272.test,94,Wed Apr 05 10:00:35 2017,Wed Apr 05 10:02:09 2017,10485760,10,27,Wed Apr 05 10:02:09 2017,Wed Apr 05 10:02:36 2017,10485760,10
